Index,GPS time,X,Y,Z,VX
11458,2147:195792.800,-3960841.256,3349365.129,3698977.275,
11459,2147:195793.000,-3960841.979,3349364.063,3698977.402,
11460,2147:195793.200,-3960842.769,3349363.059,3698977.497,
11461,2147:195793.400,-3960843.529,3349362.070,3698977.545,
11462,2147:195793.600,-3960844.345,3349361.113,3698977.562,
11463,2147:195793.800,-3960845.150,3349360.152,3698977.521,
11464,2147:195794.000,-3960845.995,3349359.233,3698977.436,
11465,2147:195794.200,-3960846.846,3349358.375,3698977.314,
11466,2147:195794.400,-3960847.677,3349357.530,3698977.155,
11467,2147:195794.600,-3960848.517,3349356.733,3698976.976,
11468,2147:195794.800,-3960849.353,3349355.928,3698976.733,
11469,2147:195795.000,-3960850.201,3349355.173,3698976.468,
11470,2147:195795.200,-3960851.065,3349354.472,3698976.167,
11471,2147:195795.400,-3960851.939,3349353.792,3698975.826,
11472,2147:195795.600,-3960852.799,3349353.153,3698975.439,
11473,2147:195795.800,-3960853.670,3349352.554,3698975.012,
11474,2147:195796.000,-3960854.545,3349351.971,3698974.560,
11475,2147:195796.200,-3960855.434,3349351.457,3698974.075,
11476,2147:195796.400,-3960856.320,3349350.970,3698973.580,
11477,2147:195796.600,-3960857.186,3349350.535,3698973.022,
11478,2147:195796.800,-3960858.082,3349350.129,3698972.444,
11479,2147:195797.000,-3960858.975,3349349.777,3698971.803,
11480,2147:195797.200,-3960859.864,3349349.461,3698971.151,
11481,2147:195797.400,-3960860.766,3349349.170,3698970.418,
11482,2147:195797.600,-3960861.685,3349348.921,3698969.689,
11483,2147:195797.800,-3960862.608,3349348.690,3698968.907,
11484,2147:195798.000,-3960863.536,3349348.508,3698968.104,
11485,2147:195798.200,-3960864.471,3349348.339,3698967.272,
11486,2147:195798.400,-3960865.420,3349348.174,3698966.402,
11487,2147:195798.600,-3960866.392,3349347.991,3698965.512,
11488,2147:195798.800,-3960867.409,3349347.802,3698964.620,
11489,2147:195799.000,-3960868.427,3349347.577,3698963.715,
11490,2147:195799.200,-3960869.467,3349347.431,3698962.755,
11491,2147:195799.400,-3960870.537,3349347.204,3698961.791,
11492,2147:195799.600,-3960871.647,3349346.984,3698960.841,
11493,2147:195799.800,-3960872.766,3349346.771,3698959.839,
11494,2147:195800.000,-3960873.937,3349346.487,3698958.857,
11495,2147:195800.200,-3960875.097,3349346.212,3698957.853,
11496,2147:195800.400,-3960876.257,3349345.979,3698956.800,
11497,2147:195800.600,-3960877.423,3349345.757,3698955.737,
11498,2147:195800.800,-3960878.608,3349345.497,3698954.675,
11499,2147:195801.000,-3960879.826,3349345.228,3698953.645,
11500,2147:195801.200,-3960881.047,3349344.969,3698952.600,
11501,2147:195801.400,-3960882.248,3349344.709,3698951.539,
11502,2147:195801.600,-3960883.436,3349344.442,3698950.491,
11503,2147:195801.800,-3960884.597,3349344.221,3698949.401,
11504,2147:195802.000,-3960885.787,3349344.060,3698948.345,
11505,2147:195802.200,-3960886.983,3349343.791,3698947.337,
11506,2147:195802.400,-3960888.186,3349343.462,3698946.350,
11507,2147:195802.600,-3960889.371,3349343.210,3698945.326,
11508,2147:195802.800,-3960890.556,3349342.943,3698944.315,
11509,2147:195803.000,-3960891.704,3349342.799,3698943.245,
11510,2147:195803.200,-3960892.869,3349342.570,3698942.235,
11511,2147:195803.400,-3960894.027,3349342.312,3698941.256,
11512,2147:195803.600,-3960895.165,3349342.026,3698940.293,
11513,2147:195803.800,-3960896.275,3349341.781,3698939.339,
11514,2147:195804.000,-3960897.346,3349341.564,3698938.369,
11515,2147:195804.200,-3960898.414,3349341.372,3698937.419,
11516,2147:195804.400,-3960899.508,3349341.121,3698936.501,
11517,2147:195804.600,-3960900.579,3349340.919,3698935.550,
11518,2147:195804.800,-3960901.657,3349340.692,3698934.622,
11519,2147:195805.000,-3960902.723,3349340.494,3698933.710,
11520,2147:195805.200,-3960903.786,3349340.273,3698932.789,
11521,2147:195805.400,-3960904.857,3349340.027,3698931.868,
11522,2147:195805.600,-3960905.946,3349339.793,3698930.928,
11523,2147:195805.800,-3960907.092,3349339.499,3698930.015,
11524,2147:195806.000,-3960908.198,3349339.231,3698929.033,
11525,2147:195806.200,-3960909.332,3349338.973,3698928.042,
11526,2147:195806.400,-3960910.473,3349338.685,3698927.056,
11527,2147:195806.600,-3960911.634,3349338.375,3698926.055,
11528,2147:195806.800,-3960912.822,3349338.053,3698925.033,
11529,2147:195807.000,-3960914.024,3349337.794,3698923.966,
11530,2147:195807.200,-3960915.277,3349337.479,3698922.907,
11531,2147:195807.400,-3960916.535,3349337.216,3698921.802,
11532,2147:195807.600,-3960917.815,3349336.905,3698920.683,
11533,2147:195807.800,-3960919.139,3349336.584,3698919.556,
11534,2147:195808.000,-3960920.480,3349336.255,3698918.425,
11535,2147:195808.200,-3960921.831,3349335.937,3698917.262,
11536,2147:195808.400,-3960923.208,3349335.605,3698916.078,
11537,2147:195808.600,-3960924.612,3349335.273,3698914.903,
11538,2147:195808.800,-3960926.016,3349334.977,3698913.698,
11539,2147:195809.000,-3960927.438,3349334.673,3698912.487,
11540,2147:195809.200,-3960928.871,3349334.383,3698911.260,
11541,2147:195809.400,-3960930.331,3349334.080,3698910.031,
11542,2147:195809.600,-3960931.799,3349333.724,3698908.799,
11543,2147:195809.800,-3960933.248,3349333.371,3698907.499,
11544,2147:195810.000,-3960934.710,3349333.044,3698906.246,
11545,2147:195810.200,-3960936.174,3349332.708,3698904.994,
11546,2147:195810.400,-3960937.606,3349332.393,3698903.745,
11547,2147:195810.600,-3960939.036,3349332.074,3698902.506,
11548,2147:195810.800,-3960940.456,3349331.765,3698901.276,
11549,2147:195811.000,-3960941.874,3349331.474,3698900.073,
11550,2147:195811.200,-3960943.270,3349331.168,3698898.858,
11551,2147:195811.400,-3960944.635,3349330.870,3698897.656,
11552,2147:195811.600,-3960946.003,3349330.573,3698896.495,
11553,2147:195811.800,-3960947.335,3349330.286,3698895.316,
11554,2147:195812.000,-3960948.654,3349330.012,3698894.143,
11555,2147:195812.200,-3960949.984,3349329.713,3698892.982,
11556,2147:195812.400,-3960951.315,3349329.440,3698891.817,
11557,2147:195812.600,-3960952.663,3349329.118,3698890.675,
11558,2147:195812.800,-3960954.001,3349328.851,3698889.487,
11559,2147:195813.000,-3960955.369,3349328.556,3698888.312,
11560,2147:195813.200,-3960956.756,3349328.270,3698887.136,
11561,2147:195813.400,-3960958.173,3349327.938,3698885.945,
11562,2147:195813.600,-3960959.579,3349327.625,3698884.693,
11563,2147:195813.800,-3960960.999,3349327.324,3698883.451,
11564,2147:195814.000,-3960962.431,3349326.973,3698882.168,
11565,2147:195814.200,-3960963.892,3349326.640,3698880.874,
11566,2147:195814.400,-3960965.358,3349326.329,3698879.594,
11567,2147:195814.600,-3960966.807,3349326.006,3698878.321,
11568,2147:195814.800,-3960968.262,3349325.689,3698877.049,
11569,2147:195815.000,-3960969.644,3349325.237,3698875.702,
11570,2147:195815.200,-3960971.085,3349324.938,3698874.455,
11571,2147:195815.400,-3960972.509,3349324.630,3698873.183,
11572,2147:195815.600,-3960973.925,3349324.346,3698871.960,
11573,2147:195815.800,-3960975.318,3349324.020,3698870.701,
11574,2147:195816.000,-3960976.736,3349323.747,3698869.477,
11575,2147:195816.200,-3960978.128,3349323.455,3698868.258,
11576,2147:195816.400,-3960979.516,3349323.190,3698867.051,
11577,2147:195816.600,-3960980.901,3349322.923,3698865.837,
11578,2147:195816.800,-3960982.286,3349322.644,3698864.624,
11579,2147:195817.000,-3960983.636,3349322.343,3698863.396,
11580,2147:195817.200,-3960984.968,3349322.059,3698862.169,
11581,2147:195817.400,-3960986.312,3349321.773,3698860.977,
11582,2147:195817.600,-3960987.666,3349321.472,3698859.805,
11583,2147:195817.800,-3960989.009,3349321.181,3698858.619,
11584,2147:195818.000,-3960990.352,3349320.898,3698857.456,
11585,2147:195818.200,-3960991.741,3349320.571,3698856.257,
11586,2147:195818.400,-3960993.080,3349320.245,3698855.073,
11587,2147:195818.600,-3960994.444,3349319.924,3698853.880,
11588,2147:195818.800,-3960995.831,3349319.619,3698852.691,
11589,2147:195819.000,-3960997.232,3349319.242,3698851.471,
11590,2147:195819.200,-3960998.611,3349318.907,3698850.291,
11591,2147:195819.400,-3960999.989,3349318.574,3698849.120,
11592,2147:195819.600,-3961001.381,3349318.271,3698847.938,
11593,2147:195819.800,-3961002.782,3349317.935,3698846.766,
11594,2147:195820.000,-3961004.173,3349317.603,3698845.569,
11595,2147:195820.200,-3961005.578,3349317.281,3698844.356,
11596,2147:195820.400,-3961006.993,3349316.946,3698843.143,
11597,2147:195820.600,-3961008.437,3349316.610,3698841.928,
11598,2147:195820.800,-3961009.877,3349316.245,3698840.690,
11599,2147:195821.000,-3961011.355,3349315.956,3698839.454,
11600,2147:195821.200,-3961012.836,3349315.622,3698838.200,
11601,2147:195821.400,-3961014.306,3349315.327,3698836.914,
11602,2147:195821.600,-3961015.804,3349314.974,3698835.635,
11603,2147:195821.800,-3961017.321,3349314.615,3698834.357,
11604,2147:195822.000,-3961018.835,3349314.250,3698833.062,
11605,2147:195822.200,-3961020.374,3349313.890,3698831.752,
11606,2147:195822.400,-3961021.915,3349313.531,3698830.433,
11607,2147:195822.600,-3961023.473,3349313.188,3698829.102,
11608,2147:195822.800,-3961025.056,3349312.850,3698827.754,
11609,2147:195823.000,-3961026.656,3349312.497,3698826.448,
11610,2147:195823.200,-3961028.269,3349312.151,3698825.105,
11611,2147:195823.400,-3961029.899,3349311.821,3698823.752,
11612,2147:195823.600,-3961031.529,3349311.508,3698822.382,
11613,2147:195823.800,-3961033.179,3349311.159,3698821.006,
11614,2147:195824.000,-3961034.849,3349310.801,3698819.638,
11615,2147:195824.200,-3961036.547,3349310.424,3698818.277,
11616,2147:195824.400,-3961038.272,3349310.037,3698816.916,
11617,2147:195824.600,-3961039.965,3349309.699,3698815.520,
11618,2147:195824.800,-3961041.675,3349309.352,3698814.126,
11619,2147:195825.000,-3961043.370,3349309.040,3698812.706,
11620,2147:195825.200,-3961045.077,3349308.720,3698811.288,
11621,2147:195825.400,-3961046.804,3349308.396,3698809.891,
11622,2147:195825.600,-3961048.531,3349308.076,3698808.464,
11623,2147:195825.800,-3961050.280,3349307.748,3698807.068,
11624,2147:195826.000,-3961052.017,3349307.418,3698805.653,
11625,2147:195826.200,-3961053.769,3349307.094,3698804.225,
11626,2147:195826.400,-3961055.516,3349306.794,3698802.842,
11627,2147:195826.600,-3961057.253,3349306.448,3698801.440,
11628,2147:195826.800,-3961059.010,3349306.113,3698800.053,
11629,2147:195827.000,-3961060.768,3349305.792,3698798.680,
11630,2147:195827.200,-3961062.526,3349305.446,3698797.326,
11631,2147:195827.400,-3961064.259,3349305.097,3698795.975,
11632,2147:195827.600,-3961066.038,3349304.763,3698794.615,
11633,2147:195827.800,-3961067.801,3349304.448,3698793.250,
11634,2147:195828.000,-3961069.576,3349304.062,3698791.900,
11635,2147:195828.200,-3961071.344,3349303.702,3698790.556,
11636,2147:195828.400,-3961073.128,3349303.364,3698789.175,
11637,2147:195828.600,-3961074.917,3349303.001,3698787.812,
11638,2147:195828.800,-3961076.685,3349302.643,3698786.411,
11639,2147:195829.000,-3961078.477,3349302.317,3698785.023,
11640,2147:195829.200,-3961080.268,3349301.978,3698783.634,
11641,2147:195829.400,-3961082.061,3349301.650,3698782.230,
11642,2147:195829.600,-3961083.853,3349301.312,3698780.823,
11643,2147:195829.800,-3961085.644,3349300.968,3698779.420,
11644,2147:195830.000,-3961087.465,3349300.755,3698778.025,
11645,2147:195830.200,-3961089.249,3349300.405,3698776.616,
11646,2147:195830.400,-3961091.047,3349300.064,3698775.213,
11647,2147:195830.600,-3961092.837,3349299.717,3698773.777,
11648,2147:195830.800,-3961094.643,3349299.381,3698772.348,
11649,2147:195831.000,-3961096.445,3349299.026,3698770.941,
11650,2147:195831.200,-3961098.252,3349298.642,3698769.533,
11651,2147:195831.400,-3961100.050,3349298.268,3698768.125,
11652,2147:195831.600,-3961101.877,3349297.902,3698766.704,
11653,2147:195831.800,-3961103.707,3349297.552,3698765.288,
11654,2147:195832.000,-3961105.516,3349297.204,3698763.874,
11655,2147:195832.200,-3961107.328,3349296.855,3698762.439,
11656,2147:195832.400,-3961109.126,3349296.536,3698761.021,
11657,2147:195832.600,-3961110.920,3349296.224,3698759.605,
11658,2147:195832.800,-3961112.699,3349295.909,3698758.192,
11659,2147:195833.000,-3961114.465,3349295.597,3698756.775,
11660,2147:195833.200,-3961116.236,3349295.305,3698755.349,
11661,2147:195833.400,-3961117.986,3349295.003,3698753.921,
11662,2147:195833.600,-3961119.748,3349294.710,3698752.491,
11663,2147:195833.800,-3961121.501,3349294.450,3698751.045,
11664,2147:195834.000,-3961123.251,3349294.196,3698749.572,
11665,2147:195834.200,-3961124.997,3349293.947,3698748.097,
11666,2147:195834.400,-3961126.741,3349293.722,3698746.599,
11667,2147:195834.600,-3961128.486,3349293.505,3698745.085,
11668,2147:195834.800,-3961130.214,3349293.319,3698743.556,
11669,2147:195835.000,-3961131.924,3349293.148,3698742.017,
11670,2147:195835.200,-3961133.613,3349293.013,3698740.477,
11671,2147:195835.400,-3961135.291,3349292.893,3698738.925,
11672,2147:195835.600,-3961136.959,3349292.801,3698737.355,
11673,2147:195835.800,-3961138.591,3349292.743,3698735.794,
11674,2147:195836.000,-3961140.210,3349292.693,3698734.212,
11675,2147:195836.200,-3961141.822,3349292.678,3698732.611,
11676,2147:195836.400,-3961143.437,3349292.670,3698731.005,
11677,2147:195836.600,-3961145.048,3349292.696,3698729.374,
11678,2147:195836.800,-3961146.627,3349292.740,3698727.734,
11679,2147:195837.000,-3961148.194,3349292.794,3698726.124,
11680,2147:195837.200,-3961149.747,3349292.856,3698724.477,
11681,2147:195837.400,-3961151.285,3349292.930,3698722.845,
11682,2147:195837.600,-3961152.812,3349293.034,3698721.209,
11683,2147:195837.800,-3961154.337,3349293.165,3698719.555,
11684,2147:195838.000,-3961155.828,3349293.303,3698717.880,
11685,2147:195838.200,-3961157.316,3349293.458,3698716.220,
11686,2147:195838.400,-3961158.793,3349293.619,3698714.540,
11687,2147:195838.600,-3961160.264,3349293.801,3698712.853,
11688,2147:195838.800,-3961161.762,3349294.025,3698711.147,
11689,2147:195839.000,-3961163.232,3349294.233,3698709.415,
11690,2147:195839.200,-3961164.706,3349294.464,3698707.681,
11691,2147:195839.400,-3961166.180,3349294.715,3698705.924,
11692,2147:195839.600,-3961167.667,3349295.009,3698704.169,
11693,2147:195839.800,-3961169.124,3349295.301,3698702.376,
11694,2147:195840.000,-3961170.588,3349295.617,3698700.569,
11695,2147:195840.200,-3961172.056,3349295.942,3698698.756,
11696,2147:195840.400,-3961173.465,3349296.289,3698696.929,
11697,2147:195840.600,-3961174.877,3349296.653,3698695.104,
11698,2147:195840.800,-3961176.305,3349297.047,3698693.258,
11699,2147:195841.000,-3961177.712,3349297.449,3698691.383,
11700,2147:195841.200,-3961179.150,3349297.916,3698689.541,
11701,2147:195841.400,-3961180.559,3349298.360,3698687.644,
11702,2147:195841.600,-3961181.953,3349298.815,3698685.728,
11703,2147:195841.800,-3961183.335,3349299.287,3698683.794,
11704,2147:195842.000,-3961184.742,3349299.779,3698681.827,
11705,2147:195842.200,-3961186.143,3349300.270,3698679.865,
11706,2147:195842.400,-3961187.537,3349300.779,3698677.884,
11707,2147:195842.600,-3961188.921,3349301.298,3698675.903,
11708,2147:195842.800,-3961190.302,3349301.821,3698673.916,
11709,2147:195843.000,-3961191.681,3349302.358,3698671.926,
11710,2147:195843.200,-3961193.044,3349302.853,3698669.903,
11711,2147:195843.400,-3961194.416,3349303.379,3698667.903,
11712,2147:195843.600,-3961195.793,3349303.903,3698665.903,
11713,2147:195843.800,-3961197.176,3349304.425,3698663.880,
11714,2147:195844.000,-3961198.556,3349304.941,3698661.864,
11715,2147:195844.200,-3961199.944,3349305.459,3698659.808,
11716,2147:195844.400,-3961201.352,3349305.984,3698657.761,
11717,2147:195844.600,-3961202.741,3349306.500,3698655.704,
11718,2147:195844.800,-3961204.140,3349307.012,3698653.649,
11719,2147:195845.000,-3961205.540,3349307.518,3698651.598,
11720,2147:195845.200,-3961206.942,3349308.033,3698649.548,
11721,2147:195845.400,-3961208.328,3349308.553,3698647.490,
11722,2147:195845.600,-3961209.710,3349309.057,3698645.425,
11723,2147:195845.800,-3961211.084,3349309.574,3698643.363,
11724,2147:195846.000,-3961212.470,3349310.091,3698641.304,
11725,2147:195846.200,-3961213.854,3349310.609,3698639.244,
11726,2147:195846.400,-3961215.228,3349311.131,3698637.185,
11727,2147:195846.600,-3961216.590,3349311.650,3698635.130,
11728,2147:195846.800,-3961217.953,3349312.162,3698633.079,
11729,2147:195847.000,-3961219.325,3349312.675,3698631.036,
11730,2147:195847.200,-3961220.681,3349313.178,3698628.988,
11731,2147:195847.400,-3961222.024,3349313.679,3698626.956,
11732,2147:195847.600,-3961223.372,3349314.174,3698624.925,
11733,2147:195847.800,-3961224.717,3349314.673,3698622.922,
11734,2147:195848.000,-3961226.057,3349315.153,3698620.906,
11735,2147:195848.200,-3961227.403,3349315.640,3698618.902,
11736,2147:195848.400,-3961228.740,3349316.118,3698616.921,
11737,2147:195848.600,-3961230.067,3349316.591,3698614.951,
11738,2147:195848.800,-3961231.375,3349317.056,3698613.017,
11739,2147:195849.000,-3961232.658,3349317.512,3698611.092,
11740,2147:195849.200,-3961233.940,3349317.966,3698609.199,
11741,2147:195849.400,-3961235.197,3349318.401,3698607.332,
11742,2147:195849.600,-3961236.414,3349318.820,3698605.496,
11743,2147:195849.800,-3961237.624,3349319.235,3698603.671,
11744,2147:195850.000,-3961238.786,3349319.616,3698601.876,
11745,2147:195850.200,-3961239.895,3349319.999,3698600.126,
11746,2147:195850.400,-3961241.032,3349320.399,3698598.465,
11747,2147:195850.600,-3961242.124,3349320.764,3698596.810,
11748,2147:195850.800,-3961243.181,3349321.153,3698595.209,
11749,2147:195851.000,-3961244.196,3349321.518,3698593.646,
11750,2147:195851.200,-3961245.194,3349321.860,3698592.137,
11751,2147:195851.400,-3961246.168,3349322.201,3698590.693,
11752,2147:195851.600,-3961247.089,3349322.531,3698589.277,
11753,2147:195851.800,-3961248.000,3349322.859,3698587.932,
11754,2147:195852.000,-3961248.869,3349323.175,3698586.623,
11755,2147:195852.200,-3961249.714,3349323.467,3698585.351,
11756,2147:195852.400,-3961250.522,3349323.778,3698584.129,
