Index,GPS time,X,Y,Z,VX
11007,2147:195702.600,-3960236.610,3350035.866,3699033.460,
11008,2147:195702.800,-3960237.318,3350035.394,3699033.128,
11009,2147:195703.000,-3960238.067,3350034.899,3699032.765,
11010,2147:195703.200,-3960238.868,3350034.381,3699032.380,
11011,2147:195703.400,-3960239.717,3350033.816,3699031.971,
11012,2147:195703.600,-3960240.593,3350033.233,3699031.540,
11013,2147:195703.800,-3960241.502,3350032.600,3699031.101,
11014,2147:195704.000,-3960242.482,3350031.953,3699030.650,
11015,2147:195704.200,-3960243.482,3350031.278,3699030.185,
11016,2147:195704.400,-3960244.543,3350030.598,3699029.669,
11017,2147:195704.600,-3960245.650,3350029.889,3699029.140,
11018,2147:195704.800,-3960246.788,3350029.175,3699028.593,
11019,2147:195705.000,-3960247.960,3350028.403,3699028.037,
11020,2147:195705.200,-3960249.169,3350027.618,3699027.453,
11021,2147:195705.400,-3960250.408,3350026.846,3699026.832,
11022,2147:195705.600,-3960251.686,3350026.053,3699026.196,
11023,2147:195705.800,-3960253.006,3350025.229,3699025.550,
11024,2147:195706.000,-3960254.364,3350024.385,3699024.869,
11025,2147:195706.200,-3960255.756,3350023.508,3699024.189,
11026,2147:195706.400,-3960257.195,3350022.604,3699023.481,
11027,2147:195706.600,-3960258.673,3350021.664,3699022.769,
11028,2147:195706.800,-3960260.182,3350020.691,3699022.047,
11029,2147:195707.000,-3960261.730,3350019.688,3699021.317,
11030,2147:195707.200,-3960263.310,3350018.656,3699020.567,
11031,2147:195707.400,-3960264.926,3350017.602,3699019.791,
11032,2147:195707.600,-3960266.552,3350016.531,3699019.018,
11033,2147:195707.800,-3960268.182,3350015.444,3699018.240,
11034,2147:195708.000,-3960269.813,3350014.350,3699017.461,
11035,2147:195708.200,-3960271.440,3350013.248,3699016.686,
11036,2147:195708.400,-3960273.070,3350012.134,3699015.917,
11037,2147:195708.600,-3960274.707,3350011.010,3699015.139,
11038,2147:195708.800,-3960276.354,3350009.875,3699014.363,
11039,2147:195709.000,-3960278.012,3350008.737,3699013.580,
11040,2147:195709.200,-3960279.694,3350007.578,3699012.779,
11041,2147:195709.400,-3960281.401,3350006.426,3699011.972,
11042,2147:195709.600,-3960283.136,3350005.239,3699011.165,
11043,2147:195709.800,-3960284.920,3350004.013,3699010.348,
11044,2147:195710.000,-3960286.696,3350002.826,3699009.520,
11045,2147:195710.200,-3960288.494,3350001.610,3699008.696,
11046,2147:195710.400,-3960290.343,3350000.385,3699007.835,
11047,2147:195710.600,-3960292.162,3349999.154,3699007.007,
11048,2147:195710.800,-3960293.995,3349997.943,3699006.139,
11049,2147:195711.000,-3960295.823,3349996.742,3699005.287,
11050,2147:195711.200,-3960297.635,3349995.529,3699004.442,
11051,2147:195711.400,-3960299.431,3349994.337,3699003.601,
11052,2147:195711.600,-3960301.212,3349993.157,3699002.780,
11053,2147:195711.800,-3960302.990,3349991.977,3699001.932,
11054,2147:195712.000,-3960304.767,3349990.775,3699001.127,
11055,2147:195712.200,-3960306.558,3349989.608,3699000.299,
11056,2147:195712.400,-3960308.330,3349988.447,3698999.482,
11057,2147:195712.600,-3960310.131,3349987.270,3698998.627,
11058,2147:195712.800,-3960311.919,3349986.106,3698997.790,
11059,2147:195713.000,-3960313.639,3349984.842,3698996.875,
11060,2147:195713.200,-3960315.445,3349983.706,3698995.980,
11061,2147:195713.400,-3960317.229,3349982.583,3698995.099,
11062,2147:195713.600,-3960318.994,3349981.448,3698994.246,
11063,2147:195713.800,-3960320.755,3349980.290,3698993.419,
11064,2147:195714.000,-3960321.814,3349978.473,3698993.615,
11065,2147:195714.200,-3960323.146,3349977.187,3698993.144,
11066,2147:195714.400,-3960324.425,3349975.717,3698992.783,
11067,2147:195714.600,-3960326.057,3349974.370,3698992.050,
11068,2147:195714.800,-3960327.698,3349973.048,3698991.289,
11069,2147:195715.000,-3960329.243,3349971.405,3698990.559,
11070,2147:195715.200,-3960330.773,3349970.058,3698989.749,
11071,2147:195715.400,-3960332.317,3349968.809,3698988.956,
11072,2147:195715.600,-3960333.913,3349967.609,3698988.143,
11073,2147:195715.800,-3960335.567,3349966.422,3698987.313,
11074,2147:195716.000,-3960336.572,3349964.692,3698986.063,
11075,2147:195716.200,-3960338.041,3349963.468,3698985.079,
11076,2147:195716.400,-3960339.647,3349962.326,3698984.211,
11077,2147:195716.600,-3960341.311,3349961.277,3698983.458,
11078,2147:195716.800,-3960342.895,3349960.290,3698982.727,
11079,2147:195717.000,-3960344.441,3349959.302,3698982.027,
11080,2147:195717.200,-3960346.023,3349958.325,3698981.262,
11081,2147:195717.400,-3960347.628,3349957.376,3698980.447,
11082,2147:195717.600,-3960349.180,3349956.458,3698979.665,
11083,2147:195717.800,-3960350.836,3349955.551,3698978.766,
11084,2147:195718.000,-3960352.214,3349954.896,3698977.914,
11085,2147:195718.200,-3960353.616,3349954.125,3698977.168,
11086,2147:195718.400,-3960355.501,3349952.716,3698976.429,
11087,2147:195718.600,-3960357.241,3349951.535,3698975.651,
11088,2147:195718.800,-3960358.926,3349950.436,3698974.851,
11089,2147:195719.000,-3960360.464,3349949.268,3698973.895,
11090,2147:195719.200,-3960361.970,3349948.116,3698973.025,
11091,2147:195719.400,-3960363.515,3349946.943,3698972.158,
11092,2147:195719.600,-3960365.095,3349945.746,3698971.310,
11093,2147:195719.800,-3960366.695,3349944.559,3698970.470,
11094,2147:195720.000,-3960368.209,3349943.216,3698969.527,
11095,2147:195720.200,-3960369.781,3349941.883,3698968.634,
11096,2147:195720.400,-3960371.322,3349940.487,3698967.879,
11097,2147:195720.600,-3960372.978,3349939.134,3698967.147,
11098,2147:195720.800,-3960374.609,3349937.828,3698966.472,
11099,2147:195721.000,-3960376.118,3349936.293,3698965.806,
11100,2147:195721.200,-3960377.673,3349934.762,3698965.165,
11101,2147:195721.400,-3960379.220,3349933.234,3698964.594,
11102,2147:195721.600,-3960380.785,3349931.720,3698964.145,
11103,2147:195721.800,-3960382.314,3349930.170,3698963.729,
11104,2147:195722.000,-3960383.826,3349928.717,3698963.405,
11105,2147:195722.200,-3960385.373,3349927.128,3698963.091,
11106,2147:195722.400,-3960386.899,3349925.515,3698962.907,
11107,2147:195722.600,-3960388.455,3349923.909,3698962.737,
11108,2147:195722.800,-3960389.972,3349922.266,3698962.553,
11109,2147:195723.000,-3960391.498,3349920.587,3698962.331,
11110,2147:195723.200,-3960393.026,3349918.879,3698962.141,
11111,2147:195723.400,-3960394.525,3349917.194,3698961.961,
11112,2147:195723.600,-3960395.968,3349915.486,3698961.840,
11113,2147:195723.800,-3960397.450,3349913.793,3698961.695,
11114,2147:195724.000,-3960398.899,3349912.077,3698961.557,
11115,2147:195724.200,-3960400.360,3349910.396,3698961.317,
11116,2147:195724.400,-3960401.814,3349908.720,3698961.096,
11117,2147:195724.600,-3960403.276,3349907.070,3698960.918,
11118,2147:195724.800,-3960404.742,3349905.442,3698960.749,
11119,2147:195725.000,-3960406.152,3349903.779,3698960.655,
11120,2147:195725.200,-3960407.586,3349902.112,3698960.493,
11121,2147:195725.400,-3960408.994,3349900.436,3698960.392,
11122,2147:195725.600,-3960410.405,3349898.784,3698960.358,
11123,2147:195725.800,-3960411.768,3349897.106,3698960.249,
11124,2147:195726.000,-3960413.120,3349895.464,3698960.150,
11125,2147:195726.200,-3960414.562,3349893.842,3698960.014,
11126,2147:195726.400,-3960416.029,3349892.233,3698959.856,
11127,2147:195726.600,-3960417.444,3349890.619,3698959.718,
11128,2147:195726.800,-3960418.903,3349889.021,3698959.502,
11129,2147:195727.000,-3960420.350,3349887.417,3698959.300,
11130,2147:195727.200,-3960421.807,3349885.852,3698959.111,
11131,2147:195727.400,-3960423.234,3349884.269,3698958.911,
11132,2147:195727.600,-3960424.659,3349882.710,3698958.741,
11133,2147:195727.800,-3960426.082,3349881.154,3698958.567,
11134,2147:195728.000,-3960427.497,3349879.584,3698958.408,
11135,2147:195728.200,-3960428.929,3349878.025,3698958.217,
11136,2147:195728.400,-3960430.313,3349876.454,3698958.090,
11137,2147:195728.600,-3960431.693,3349874.874,3698957.911,
11138,2147:195728.800,-3960433.023,3349873.334,3698957.768,
11139,2147:195729.000,-3960434.400,3349871.775,3698957.626,
11140,2147:195729.200,-3960435.720,3349870.197,3698957.481,
11141,2147:195729.400,-3960437.054,3349868.710,3698957.374,
11142,2147:195729.600,-3960438.448,3349867.196,3698957.233,
11143,2147:195729.800,-3960439.793,3349865.687,3698957.087,
11144,2147:195730.000,-3960440.686,3349863.057,3698955.669,
11145,2147:195730.200,-3960442.030,3349861.577,3698955.531,
11146,2147:195730.400,-3960443.384,3349860.153,3698955.399,
11147,2147:195730.600,-3960444.686,3349858.723,3698955.265,
11148,2147:195730.800,-3960446.003,3349857.282,3698955.124,
11149,2147:195731.000,-3960447.329,3349855.864,3698954.982,
11150,2147:195731.200,-3960448.655,3349854.427,3698954.822,
11151,2147:195731.400,-3960449.964,3349853.041,3698954.630,
11152,2147:195731.600,-3960451.313,3349851.619,3698954.444,
11153,2147:195731.800,-3960452.657,3349850.204,3698954.293,
11154,2147:195732.000,-3960454.032,3349848.738,3698954.125,
11155,2147:195732.200,-3960455.460,3349847.282,3698953.921,
11156,2147:195732.400,-3960456.885,3349845.803,3698953.707,
11157,2147:195732.600,-3960458.331,3349844.301,3698953.510,
11158,2147:195732.800,-3960459.808,3349842.762,3698953.286,
11159,2147:195733.000,-3960461.328,3349841.228,3698953.059,
11160,2147:195733.200,-3960462.855,3349839.670,3698952.877,
11161,2147:195733.400,-3960464.367,3349838.043,3698952.682,
11162,2147:195733.600,-3960465.914,3349836.399,3698952.467,
11163,2147:195733.800,-3960467.530,3349834.770,3698952.259,
11164,2147:195734.000,-3960469.133,3349833.068,3698952.083,
11165,2147:195734.200,-3960470.741,3349831.367,3698951.906,
11166,2147:195734.400,-3960472.377,3349829.645,3698951.724,
11167,2147:195734.600,-3960474.012,3349827.911,3698951.564,
11168,2147:195734.800,-3960475.613,3349826.184,3698951.422,
11169,2147:195735.000,-3960477.215,3349824.439,3698951.254,
11170,2147:195735.200,-3960478.798,3349822.695,3698951.145,
11171,2147:195735.400,-3960480.392,3349820.985,3698951.030,
11172,2147:195735.600,-3960481.953,3349819.243,3698950.938,
11173,2147:195735.800,-3960483.513,3349817.513,3698950.838,
11174,2147:195736.000,-3960485.031,3349815.771,3698950.738,
11175,2147:195736.200,-3960486.554,3349814.022,3698950.669,
11176,2147:195736.400,-3960488.079,3349812.306,3698950.621,
11177,2147:195736.600,-3960489.593,3349810.581,3698950.564,
11178,2147:195736.800,-3960491.131,3349808.871,3698950.497,
11179,2147:195737.000,-3960492.622,3349807.157,3698950.463,
11180,2147:195737.200,-3960494.110,3349805.461,3698950.421,
11181,2147:195737.400,-3960495.599,3349803.771,3698950.385,
11182,2147:195737.600,-3960497.078,3349802.078,3698950.344,
11183,2147:195737.800,-3960498.571,3349800.394,3698950.308,
11184,2147:195738.000,-3960500.038,3349798.678,3698950.272,
11185,2147:195738.200,-3960501.524,3349796.956,3698950.226,
11186,2147:195738.400,-3960503.020,3349795.208,3698950.174,
11187,2147:195738.600,-3960504.522,3349793.464,3698950.131,
11188,2147:195738.800,-3960506.025,3349791.711,3698950.086,
11189,2147:195739.000,-3960507.545,3349789.955,3698950.070,
11190,2147:195739.200,-3960509.049,3349788.195,3698950.040,
11191,2147:195739.400,-3960510.570,3349786.441,3698950.013,
11192,2147:195739.600,-3960512.121,3349784.658,3698949.982,
11193,2147:195739.800,-3960513.677,3349782.848,3698949.932,
11194,2147:195740.000,-3960515.295,3349781.091,3698949.871,
11195,2147:195740.200,-3960516.867,3349779.288,3698949.869,
11196,2147:195740.400,-3960518.417,3349777.454,3698949.873,
11197,2147:195740.600,-3960519.950,3349775.628,3698949.879,
11198,2147:195740.800,-3960521.501,3349773.805,3698949.883,
11199,2147:195741.000,-3960523.008,3349771.995,3698949.918,
11200,2147:195741.200,-3960524.551,3349770.190,3698949.941,
11201,2147:195741.400,-3960526.032,3349768.375,3698949.975,
11202,2147:195741.600,-3960527.529,3349766.595,3698950.003,
11203,2147:195741.800,-3960529.008,3349764.795,3698950.038,
11204,2147:195742.000,-3960530.482,3349762.990,3698950.092,
11205,2147:195742.200,-3960531.959,3349761.189,3698950.164,
11206,2147:195742.400,-3960533.429,3349759.395,3698950.202,
11207,2147:195742.600,-3960534.925,3349757.591,3698950.257,
11208,2147:195742.800,-3960536.427,3349755.798,3698950.288,
11209,2147:195743.000,-3960537.919,3349754.004,3698950.318,
11210,2147:195743.200,-3960539.409,3349752.215,3698950.364,
11211,2147:195743.400,-3960540.913,3349750.409,3698950.388,
11212,2147:195743.600,-3960542.386,3349748.608,3698950.427,
11213,2147:195743.800,-3960543.882,3349746.787,3698950.428,
11214,2147:195744.000,-3960545.433,3349744.995,3698950.420,
11215,2147:195744.200,-3960546.970,3349743.153,3698950.434,
11216,2147:195744.400,-3960548.554,3349741.331,3698950.450,
11217,2147:195744.600,-3960550.110,3349739.484,3698950.471,
11218,2147:195744.800,-3960551.607,3349737.659,3698950.512,
11219,2147:195745.000,-3960553.199,3349735.771,3698950.477,
11220,2147:195745.200,-3960554.748,3349733.932,3698950.471,
11221,2147:195745.400,-3960556.286,3349732.122,3698950.429,
11222,2147:195745.600,-3960557.778,3349730.272,3698950.419,
11223,2147:195745.800,-3960559.329,3349728.451,3698950.380,
11224,2147:195746.000,-3960560.913,3349726.638,3698950.323,
11225,2147:195746.200,-3960562.503,3349724.809,3698950.252,
11226,2147:195746.400,-3960564.094,3349722.953,3698950.190,
11227,2147:195746.600,-3960565.707,3349721.102,3698950.123,
11228,2147:195746.800,-3960567.333,3349719.212,3698950.054,
11229,2147:195747.000,-3960568.973,3349717.340,3698949.966,
11230,2147:195747.200,-3960570.640,3349715.441,3698949.913,
11231,2147:195747.400,-3960572.325,3349713.558,3698949.832,
11232,2147:195747.600,-3960574.038,3349711.620,3698949.756,
11233,2147:195747.800,-3960575.720,3349709.705,3698949.665,
11234,2147:195748.000,-3960577.567,3349707.830,3698949.621,
11235,2147:195748.200,-3960579.324,3349705.874,3698949.567,
11236,2147:195748.400,-3960581.048,3349703.912,3698949.519,
11237,2147:195748.600,-3960582.792,3349701.912,3698949.489,
11238,2147:195748.800,-3960584.513,3349699.930,3698949.484,
11239,2147:195749.000,-3960586.222,3349697.930,3698949.477,
11240,2147:195749.200,-3960587.925,3349695.961,3698949.454,
11241,2147:195749.400,-3960589.631,3349693.989,3698949.428,
11242,2147:195749.600,-3960591.304,3349692.029,3698949.402,
11243,2147:195749.800,-3960592.980,3349690.081,3698949.373,
11244,2147:195750.000,-3960594.647,3349688.152,3698949.324,
11245,2147:195750.200,-3960596.338,3349686.224,3698949.282,
11246,2147:195750.400,-3960598.005,3349684.301,3698949.221,
11247,2147:195750.600,-3960599.663,3349682.396,3698949.158,
11248,2147:195750.800,-3960601.334,3349680.488,3698949.081,
11249,2147:195751.000,-3960602.993,3349678.608,3698949.011,
11250,2147:195751.200,-3960604.648,3349676.702,3698948.945,
11251,2147:195751.400,-3960606.286,3349674.822,3698948.879,
11252,2147:195751.600,-3960607.916,3349672.931,3698948.815,
11253,2147:195751.800,-3960609.571,3349671.063,3698948.751,
11254,2147:195752.000,-3960611.244,3349669.210,3698948.695,
11255,2147:195752.200,-3960612.865,3349667.349,3698948.617,
11256,2147:195752.400,-3960614.447,3349665.481,3698948.547,
11257,2147:195752.600,-3960616.088,3349663.651,3698948.489,
11258,2147:195752.800,-3960617.692,3349661.801,3698948.431,
11259,2147:195753.000,-3960619.274,3349659.956,3698948.376,
11260,2147:195753.200,-3960620.871,3349658.129,3698948.319,
11261,2147:195753.400,-3960622.484,3349656.319,3698948.256,
11262,2147:195753.600,-3960624.121,3349654.522,3698948.200,
11263,2147:195753.800,-3960625.659,3349652.686,3698948.149,
11264,2147:195754.000,-3960627.261,3349650.903,3698948.071,
11265,2147:195754.200,-3960628.865,3349649.123,3698948.004,
11266,2147:195754.400,-3960630.405,3349647.329,3698947.971,
11267,2147:195754.600,-3960631.960,3349645.537,3698947.905,
11268,2147:195754.800,-3960633.526,3349643.784,3698947.839,
11269,2147:195755.000,-3960635.110,3349642.029,3698947.770,
11270,2147:195755.200,-3960636.693,3349640.252,3698947.725,
11271,2147:195755.400,-3960638.233,3349638.450,3698947.689,
11272,2147:195755.600,-3960639.789,3349636.609,3698947.647,
11273,2147:195755.800,-3960641.338,3349634.788,3698947.599,
11274,2147:195756.000,-3960642.913,3349632.970,3698947.546,
11275,2147:195756.200,-3960644.492,3349631.136,3698947.489,
11276,2147:195756.400,-3960646.071,3349629.294,3698947.426,
11277,2147:195756.600,-3960647.654,3349627.455,3698947.380,
11278,2147:195756.800,-3960649.225,3349625.586,3698947.347,
11279,2147:195757.000,-3960650.822,3349623.718,3698947.307,
11280,2147:195757.200,-3960652.459,3349621.872,3698947.273,
11281,2147:195757.400,-3960654.080,3349620.017,3698947.220,
11282,2147:195757.600,-3960655.662,3349618.138,3698947.202,
11283,2147:195757.800,-3960657.294,3349616.288,3698947.151,
11284,2147:195758.000,-3960658.904,3349614.446,3698947.109,
11285,2147:195758.200,-3960660.476,3349612.590,3698947.073,
11286,2147:195758.400,-3960662.075,3349610.739,3698947.044,
11287,2147:195758.600,-3960663.680,3349608.895,3698947.003,
11288,2147:195758.800,-3960665.256,3349607.041,3698946.977,
11289,2147:195759.000,-3960666.989,3349605.262,3698946.915,
11290,2147:195759.200,-3960668.624,3349603.422,3698946.849,
11291,2147:195759.400,-3960670.255,3349601.586,3698946.772,
11292,2147:195759.600,-3960671.880,3349599.724,3698946.738,
11293,2147:195759.800,-3960673.508,3349597.859,3698946.667,
11294,2147:195760.000,-3960675.140,3349595.996,3698946.612,
11295,2147:195760.200,-3960676.774,3349594.107,3698946.563,
11296,2147:195760.400,-3960678.448,3349592.262,3698946.470,
11297,2147:195760.600,-3960680.107,3349590.377,3698946.419,
11298,2147:195760.800,-3960681.780,3349588.489,3698946.375,
11299,2147:195761.000,-3960683.443,3349586.548,3698946.333,
11300,2147:195761.200,-3960685.117,3349584.646,3698946.273,
11301,2147:195761.400,-3960686.791,3349582.762,3698946.183,
11302,2147:195761.600,-3960688.481,3349580.868,3698946.115,
11303,2147:195761.800,-3960690.160,3349578.973,3698946.055,
11304,2147:195762.000,-3960691.826,3349577.041,3698945.988,
11305,2147:195762.200,-3960693.516,3349575.076,3698945.953,
11306,2147:195762.400,-3960695.218,3349573.147,3698945.897,
11307,2147:195762.600,-3960696.962,3349571.175,3698945.839,
11308,2147:195762.800,-3960698.657,3349569.176,3698945.795,
11309,2147:195763.000,-3960700.358,3349567.178,3698945.769,
11310,2147:195763.200,-3960702.081,3349565.170,3698945.747,
11311,2147:195763.400,-3960703.787,3349563.167,3698945.733,
11312,2147:195763.600,-3960705.487,3349561.167,3698945.717,
11313,2147:195763.800,-3960707.205,3349559.139,3698945.700,
11314,2147:195764.000,-3960708.901,3349557.103,3698945.728,
11315,2147:195764.200,-3960710.591,3349555.069,3698945.750,
11316,2147:195764.400,-3960712.259,3349552.983,3698945.819,
11317,2147:195764.600,-3960713.938,3349550.926,3698945.864,
11318,2147:195764.800,-3960715.639,3349548.878,3698945.927,
11319,2147:195765.000,-3960717.354,3349546.813,3698946.009,
11320,2147:195765.200,-3960719.016,3349544.731,3698946.099,
11321,2147:195765.400,-3960720.703,3349542.665,3698946.138,
11322,2147:195765.600,-3960722.388,3349540.585,3698946.249,
11323,2147:195765.800,-3960724.091,3349538.527,3698946.315,
11324,2147:195766.000,-3960725.972,3349536.509,3698946.341,
11325,2147:195766.200,-3960727.738,3349534.497,3698946.372,
11326,2147:195766.400,-3960729.504,3349532.421,3698946.426,
11327,2147:195766.600,-3960731.296,3349530.395,3698946.409,
11328,2147:195766.800,-3960733.135,3349528.411,3698946.385,
11329,2147:195767.000,-3960735.025,3349526.456,3698946.355,
11330,2147:195767.200,-3960736.720,3349524.399,3698946.347,
11331,2147:195767.400,-3960738.519,3349522.414,3698946.317,
11332,2147:195767.600,-3960740.280,3349520.420,3698946.245,
11333,2147:195767.800,-3960742.020,3349518.445,3698946.194,
11334,2147:195768.000,-3960743.675,3349516.432,3698946.147,
11335,2147:195768.200,-3960745.320,3349514.432,3698946.129,
11336,2147:195768.400,-3960746.911,3349512.416,3698946.135,
11337,2147:195768.600,-3960748.566,3349510.445,3698946.069,
11338,2147:195768.800,-3960750.174,3349508.476,3698946.053,
11339,2147:195769.000,-3960751.781,3349506.518,3698946.012,
11340,2147:195769.200,-3960753.462,3349504.607,3698946.006,
11341,2147:195769.400,-3960755.079,3349502.716,3698945.953,
11342,2147:195769.600,-3960756.743,3349500.849,3698945.945,
11343,2147:195769.800,-3960758.430,3349498.985,3698945.968,
11344,2147:195770.000,-3960760.087,3349497.144,3698946.023,
11345,2147:195770.200,-3960761.698,3349495.330,3698946.077,
11346,2147:195770.400,-3960763.265,3349493.488,3698946.152,
11347,2147:195770.600,-3960764.836,3349491.688,3698946.280,
11348,2147:195770.800,-3960766.379,3349489.878,3698946.441,
11349,2147:195771.000,-3960767.765,3349487.992,3698946.685,
11350,2147:195771.200,-3960769.214,3349486.191,3698946.923,
11351,2147:195771.400,-3960770.609,3349484.368,3698947.210,
11352,2147:195771.600,-3960771.955,3349482.590,3698947.525,
11353,2147:195771.800,-3960773.288,3349480.782,3698947.898,
11354,2147:195772.000,-3960774.581,3349478.987,3698948.269,
11355,2147:195772.200,-3960775.814,3349477.199,3698948.646,
11356,2147:195772.400,-3960777.035,3349475.413,3698949.045,
11357,2147:195772.600,-3960778.245,3349473.623,3698949.433,
11358,2147:195772.800,-3960779.398,3349471.815,3698949.845,
11359,2147:195773.000,-3960780.555,3349470.041,3698950.261,
11360,2147:195773.200,-3960781.691,3349468.244,3698950.657,
11361,2147:195773.400,-3960782.821,3349466.450,3698951.057,
11362,2147:195773.600,-3960783.959,3349464.657,3698951.458,
11363,2147:195773.800,-3960785.053,3349462.824,3698951.850,
11364,2147:195774.000,-3960786.165,3349461.018,3698952.239,
11365,2147:195774.200,-3960787.300,3349459.242,3698952.630,
11366,2147:195774.400,-3960788.362,3349457.401,3698953.017,
11367,2147:195774.600,-3960789.452,3349455.572,3698953.396,
11368,2147:195774.800,-3960790.518,3349453.715,3698953.780,
11369,2147:195775.000,-3960791.585,3349451.894,3698954.166,
11370,2147:195775.200,-3960792.649,3349450.041,3698954.557,
11371,2147:195775.400,-3960793.716,3349448.179,3698954.944,
11372,2147:195775.600,-3960794.768,3349446.355,3698955.370,
11373,2147:195775.800,-3960795.819,3349444.458,3698955.746,
11374,2147:195776.000,-3960796.843,3349442.581,3698956.143,
11375,2147:195776.200,-3960797.913,3349440.760,3698956.560,
11376,2147:195776.400,-3960798.949,3349438.910,3698957.000,
11377,2147:195776.600,-3960799.908,3349437.122,3698957.433,
11378,2147:195776.800,-3960800.872,3349435.361,3698957.859,
11379,2147:195777.000,-3960801.856,3349433.669,3698958.282,
11380,2147:195777.200,-3960802.767,3349432.016,3698958.703,
11381,2147:195777.400,-3960803.695,3349430.439,3698959.103,
11382,2147:195777.600,-3960804.591,3349428.902,3698959.515,
11383,2147:195777.800,-3960805.460,3349427.430,3698959.910,
11384,2147:195778.000,-3960806.302,3349426.007,3698960.278,
11385,2147:195778.200,-3960807.133,3349424.624,3698960.637,
11386,2147:195778.400,-3960807.930,3349423.278,3698960.984,
11387,2147:195778.600,-3960808.706,3349421.963,3698961.330,
11388,2147:195778.800,-3960809.470,3349420.684,3698961.665,
11389,2147:195779.000,-3960810.206,3349419.460,3698961.985,
11390,2147:195779.200,-3960810.934,3349418.282,3698962.277,
11391,2147:195779.400,-3960811.621,3349417.168,3698962.573,
11392,2147:195779.600,-3960812.227,3349416.098,3698962.876,
11393,2147:195779.800,-3960812.798,3349415.059,3698963.143,
11394,2147:195780.000,-3960813.356,3349414.105,3698963.413,
11395,2147:195780.200,-3960813.890,3349413.198,3698963.674,
11396,2147:195780.400,-3960814.357,3349412.345,3698963.921,
11397,2147:195780.600,-3960814.796,3349411.529,3698964.174,
11398,2147:195780.800,-3960815.216,3349410.767,3698964.436,
11399,2147:195781.000,-3960815.624,3349410.035,3698964.699,
11400,2147:195781.200,-3960815.998,3349409.332,3698964.953,
11401,2147:195781.400,-3960816.293,3349408.645,3698965.207,
11402,2147:195781.600,-3960816.592,3349407.995,3698965.452,
11403,2147:195781.800,-3960816.868,3349407.387,3698965.696,
11404,2147:195782.000,-3960817.096,3349406.815,3698965.919,
11405,2147:195782.200,-3960817.333,3349406.282,3698966.142,
11406,2147:195782.400,-3960817.538,3349405.790,3698966.356,
11407,2147:195782.600,-3960817.715,3349405.344,3698966.558,
11408,2147:195782.800,-3960817.911,3349404.952,3698966.724,
11409,2147:195783.000,-3960818.092,3349404.577,3698966.849,
11410,2147:195783.200,-3960818.234,3349404.245,3698966.975,
11411,2147:195783.400,-3960818.374,3349403.951,3698967.072,
11412,2147:195783.600,-3960818.506,3349403.690,3698967.175,
11413,2147:195783.800,-3960818.626,3349403.452,3698967.253,
11414,2147:195784.000,-3960818.695,3349403.200,3698967.327,
11415,2147:195784.200,-3960818.829,3349402.964,3698967.416,
11416,2147:195784.400,-3960818.961,3349402.716,3698967.482,
11417,2147:195784.600,-3960819.145,3349402.487,3698967.514,
11418,2147:195784.800,-3960819.309,3349402.233,3698967.578,
11419,2147:195785.000,-3960819.456,3349401.961,3698967.639,
11420,2147:195785.200,-3960819.649,3349401.695,3698967.693,
11421,2147:195785.400,-3960819.872,3349401.373,3698967.750,
11422,2147:195785.600,-3960820.136,3349401.002,3698967.819,
11423,2147:195785.800,-3960820.425,3349400.584,3698967.884,
11424,2147:195786.000,-3960820.743,3349400.126,3698967.951,
11425,2147:195786.200,-3960821.057,3349399.621,3698968.015,
11426,2147:195786.400,-3960821.437,3349399.073,3698968.101,
11427,2147:195786.600,-3960821.843,3349398.466,3698968.207,
11428,2147:195786.800,-3960822.295,3349397.818,3698968.325,
11429,2147:195787.000,-3960822.767,3349397.111,3698968.450,
11430,2147:195787.200,-3960823.304,3349396.375,3698968.596,
11431,2147:195787.400,-3960823.785,3349395.554,3698968.772,
11432,2147:195787.600,-3960824.322,3349394.700,3698968.949,
11433,2147:195787.800,-3960824.884,3349393.817,3698969.147,
11434,2147:195788.000,-3960825.424,3349392.883,3698969.363,
11435,2147:195788.200,-3960825.964,3349391.920,3698969.575,
11436,2147:195788.400,-3960826.550,3349390.940,3698969.840,
11437,2147:195788.600,-3960827.161,3349389.938,3698970.127,
11438,2147:195788.800,-3960827.775,3349388.870,3698970.453,
11439,2147:195789.000,-3960828.446,3349387.808,3698970.783,
11440,2147:195789.200,-3960829.058,3349386.674,3698971.139,
11441,2147:195789.400,-3960829.666,3349385.499,3698971.493,
11442,2147:195789.600,-3960830.296,3349384.314,3698971.865,
11443,2147:195789.800,-3960830.939,3349383.092,3698972.269,
11444,2147:195790.000,-3960831.607,3349381.820,3698972.657,
11445,2147:195790.200,-3960832.246,3349380.558,3698973.073,
11446,2147:195790.400,-3960832.928,3349379.309,3698973.480,
11447,2147:195790.600,-3960833.590,3349378.060,3698973.889,
11448,2147:195790.800,-3960834.262,3349376.817,3698974.281,
11449,2147:195791.000,-3960834.934,3349375.600,3698974.677,
11450,2147:195791.200,-3960835.586,3349374.375,3698975.084,
11451,2147:195791.400,-3960836.254,3349373.160,3698975.484,
11452,2147:195791.600,-3960836.945,3349371.962,3698975.855,
11453,2147:195791.800,-3960837.666,3349370.742,3698976.145,
11454,2147:195792.000,-3960838.355,3349369.548,3698976.435,
11455,2147:195792.200,-3960839.047,3349368.402,3698976.702,
11456,2147:195792.400,-3960839.766,3349367.286,3698976.930,
11457,2147:195792.600,-3960840.504,3349366.198,3698977.114,
